ff,city,state,pop,obese
49,Laredo,TX,259172,30.300000
1,Laughlin Afb,TX,48705,29.100000
10,League City,TX,300484,29.933333
1,Leon Valley,TX,1785704,29.500000
4,Levelland,TX,23072,29.900000
44,Lewisville,TX,5041300,30.633333
7,Liberty,TX,76571,31.166666
3,Lindale,TX,214821,29.133333
1,Little Elm,TX,707304,30.100000
2,Littlefield,TX,37080,30.700000
7,Livingston,TX,45656,32.500000
2,Llano,TX,19085,27.600000
4,Lockhart,TX,38734,31.766666
49,Longview,TX,230103,32.733333
47,Lubbock,TX,2762675,30.633333
13,Lufkin,TX,87597,31.566666
3,Luling,TX,198620,31.833333
4,Lumberton,TX,55190,30.933333
3,Lytle,TX,1878915,30.533333
3,Madisonville,TX,13677,31.200000
6,Magnolia,TX,529404,31.633333
25,Mansfield,TX,2187563,31.666666
3,Manvel,TX,324769,29.066666
18,Marble Falls,TX,1158117,28.833333
2,Marlin,TX,17610,30.800000
9,Marshall,TX,91470,32.733333
2,Mathis,TX,77264,30.033333
30,McAllen,TX,806552,30.666666
2,McGregor,TX,315938,30.466666
14,McKinney,TX,834642,26.666666
2,Meadows,TX,4880993,29.400000
1,Mercedes,TX,806552,30.666666
27,Mesquite,TX,2453843,30.633333
3,Mexia,TX,23585,29.733333
22,Midland,TX,290970,31.733333
8,Midlothian,TX,2607812,30.633333
5,Mineola,TX,256843,29.800000
7,Mineral Wells,TX,147568,31.233333
13,Mission,TX,1902136,30.666666
16,Missouri City,TX,4880993,29.400000
2,Monahans,TX,10879,29.833333
5,Montgomery,TX,511830,33.000000
7,Mount Pleasant,TX,32663,31.466666
1,Mount Vernon,TX,10640,28.766666
4,Muleshoe,TX,17313,31.133333
1,Murphy,TX,834642,26.666666
12,Nacogdoches,TX,66034,30.133333
1,Nash,TX,93148,31.766666
1,Nassau Bay,TX,4253700,29.400000
4,Navasota,TX,227448,33.000000
3,Nederland,TX,251813,32.666666
5,New Boston,TX,93148,31.766666
31,New Braunfels,TX,423215,30.400000
3,New Caney,TX,4815318,31.166666
7,North Richland Hills,TX,1880153,28.866666
1,Odem,TX,65600,29.933333
20,Odessa,TX,290970,31.733333
9,Orange,TX,97177,31.733333
1,Ozona,TX,3743,30.466666
1,Padre Island,TX,415557,28.366666
7,Palestine,TX,58190,32.500000
1,Palmhurst,TX,806552,30.666666
1,Palmview,TX,806552,30.666666
5,Pampa,TX,22978,30.666666
2,Pantego,TX,1880153,28.866666
6,Paris,TX,49811,28.100000
32,Pasadena,TX,4253700,29.400000
42,Pearland,TX,5506246,29.933333
2,Pearsall,TX,17702,29.733333
2,Pecos,TX,13798,30.700000
4,Perryton,TX,11582,29.733333
10,Pflugerville,TX,1551816,28.333333
9,Pharr,TX,806552,30.666666
3,Pittsburg,TX,85107,31.866666
7,Plainview,TX,36385,29.466666
69,Plano,TX,3995789,30.633333
8,Pleasanton,TX,90816,30.533333
10,Port Arthur,TX,251813,32.666666
2,Port Isabel,TX,415557,28.366666
4,Port Lavaca,TX,125133,31.033333
1,Port Neches,TX,251813,32.666666
12,Porter,TX,4738747,29.533333
6,Portland,TX,65600,29.933333
6,Post,TX,12811,31.900000
1,Randolph Afb,TX,1785704,29.500000
2,Raymondville,TX,22058,29.633333
6,Red Oak,TX,2607812,30.633333
1,Refugio,TX,7259,30.000000
33,Richardson,TX,3288485,30.633333
1,Richland Hills,TX,1880153,28.866666
4,Richmond,TX,627293,27.366666
6,Rio Grande City,TX,61615,29.766666
6,Roanoke,TX,2587457,30.100000
2,Robinson,TX,238707,30.466666
5,Robstown,TX,389445,30.900000
2,Rockdale,TX,24157,31.400000
5,Rockport,TX,23818,28.733333
17,Rockwall,TX,917663,28.500000
3,Roma,TX,61615,29.766666
13,Rosenberg,TX,627293,27.366666
30,Round Rock,TX,1551816,28.333333
17,Rowlett,TX,2536864,30.633333
9,Royse City,TX,1004742,31.500000
2,Rusk,TX,51206,32.466666
2,Sachse,TX,3288485,30.633333
6,Saginaw,TX,1880153,28.866666
1,Salado,TX,323037,29.600000
26,San Angelo,TX,118085,30.600000
261,San Antonio,TX,1991223,30.000000
7,San Benito,TX,415557,28.366666
3,San Juan,TX,806552,30.666666
54,San Marcos,TX,461949,31.766666
4,Sanger,TX,745992,31.833333
4,Santa Fe,TX,625253,29.933333
17,Schertz,TX,2039929,30.266666
2,Schulenburg,TX,44163,29.533333
5,Seabrook,TX,4253700,29.400000
12,Seagoville,TX,2560596,34.766666
7,Sealy,TX,49314,30.433333
9,Seguin,TX,139841,30.266666
3,Selma,TX,2039929,30.266666
2,Seminole,TX,18413,31.166666
2,Shamrock,TX,5626,29.900000
1,Sheppard Afb,TX,131559,31.633333
9,Sherman,TX,121935,28.166666
4,Silsbee,TX,55190,30.933333
2,Sinton,TX,98127,30.200000
2,Slaton,TX,291543,30.166666
5,Snyder,TX,17965,29.866666
1,Socorro,TX,827398,26.033333
1,Somerville,TX,17291,31.766666
1,Sonora,TX,3950,29.400000
3,South Houston,TX,4253700,29.400000
3,South Padre Island,TX,415557,28.366666
16,Southlake,TX,2587457,30.100000
1,Spearman,TX,5521,29.133333
2,Splendora,TX,561618,31.166666
29,Spring,TX,4738747,29.533333
3,Spring Branch,TX,160995,29.766666
2,Springtown,TX,180144,31.233333
14,Stafford,TX,4880993,29.400000
2,Stamford,TX,25874,31.000000
5,Stephenville,TX,39321,29.000000
19,Sugar Land,TX,627293,27.366666
6,Sulphur Springs,TX,35469,32.033333
8,Sweetwater,TX,18768,30.633333
10,Taylor,TX,1551816,28.333333
13,Temple,TX,323037,29.600000
13,Terrell,TX,276853,34.766666
27,Texarkana,TX,123314,31.766666
8,Texas City,TX,300484,29.933333
9,The Colony,TX,707304,30.100000
19,The Woodlands,TX,529404,31.633333
1,Three Rivers,TX,11664,29.600000
11,Tomball,TX,4253700,29.400000
1,Tulia,TX,7891,29.400000
30,Tyler,TX,214821,29.133333
5,Universal City,TX,1785704,29.500000
7,Uvalde,TX,26752,30.100000
2,Van,TX,267248,30.866666
4,Van Alstyne,TX,956577,28.166666
2,Van Horn,TX,2290,29.400000
3,Vernon,TX,13258,30.166666
13,Victoria,TX,89269,30.400000
9,Vidor,TX,118900,31.300000
3,Von Ormy,TX,1832150,30.533333
28,Waco,TX,238707,30.466666
3,Waller,TX,4324840,33.000000
2,Waskom,TX,91470,32.733333
7,Watauga,TX,1880153,28.866666
8,Waxahachie,TX,153969,30.033333
12,Weatherford,TX,171756,31.233333
4,Webster,TX,4253700,29.400000
11,Weslaco,TX,806552,30.666666
2,West Columbia,TX,324769,29.066666
2,West Orange,TX,82977,31.233333
1,Westlake,TX,1095584,26.466666
3,Wharton,TX,41285,30.233333
8,White Oak,TX,162653,31.866666
2,White Settlement,TX,1999865,31.233333
2,Whitehouse,TX,214821,29.133333
4,Whitesboro,TX,160623,31.833333
27,Wichita Falls,TX,140294,31.633333
9,Willis,TX,580581,32.033333
4,Willow Park,TX,171756,31.233333
6,Wimberley,TX,294029,30.300000
8,Winnie,TX,288009,32.666666
3,Woodville,TX,21458,29.700000
17,Wylie,TX,3371506,30.633333
3,Yoakum,TX,129202,30.400000
2,Zapata,TX,14290,30.466666
8,American Fork,UT,540504,24.066666
3,Beaver,UT,6501,26.466666
5,Bountiful,UT,315809,24.500000
6,Brigham City,UT,50171,26.466666
15,Cedar City,UT,191559,24.900000
4,Centerville,UT,315809,24.500000
6,Clearfield,UT,315809,24.500000
2,Clinton,UT,315809,24.500000
1,Delta,UT,12569,27.633333
13,Draper,UT,1604346,24.433333
1,Ephraim,UT,27906,25.400000
2,Farmington,UT,315809,24.500000
2,Farr West,UT,236640,26.200000
1,Fillmore,UT,12569,27.633333
1,Green River,UT,10933,26.966666
1,Harrisville,UT,236640,26.200000
5,Heber City,UT,25273,23.666666
1,Herriman,UT,1063842,24.400000
1,Highland,UT,540504,24.066666
2,Hill Afb,UT,315809,24.500000
2,Holladay,UT,1063842,24.400000
4,Hurricane,UT,144809,23.933333
1,Hyrum,UT,115520,23.633333
2,Kanab,UT,7221,24.033333
2,Kaysville,UT,315809,24.500000
3,Kearns,UT,1063842,24.400000
1,Lake Point,UT,59870,27.966666
15,Layton,UT,315809,24.500000
2,Lehi,UT,540504,24.066666
2,Lindon,UT,540504,24.066666
10,Logan,UT,115520,23.633333
5,Magna,UT,1063842,24.400000
7,Midvale,UT,1063842,24.400000
7,Moab,UT,24293,27.033333
9,Murray,UT,1063842,24.400000
2,Nephi,UT,10341,27.666666
2,North Ogden,UT,236640,26.200000
1,North Salt Lake,UT,315809,24.500000
17,Ogden,UT,236640,26.200000
16,Orem,UT,540504,24.066666
6,Park City,UT,63276,23.666666
1,Parowan,UT,46750,24.900000
2,Payson,UT,540504,24.066666
1,Pleasant Grove,UT,540504,24.066666
12,Price,UT,32179,26.966666
19,Provo,UT,565777,24.066666
6,Richfield,UT,20784,26.533333
11,Riverdale,UT,552449,26.200000
5,Riverton,UT,1063842,24.400000
4,Roosevelt,UT,53768,27.533333
7,Roy,UT,236640,26.200000
1,Salem,UT,540504,24.066666
1,Salina,UT,20784,26.533333
76,Salt Lake City,UT,1063842,24.400000
18,Sandy,UT,1063842,24.400000
3,Smithfield,UT,115520,23.633333
3,South Jordan,UT,1063842,24.400000
4,South Ogden,UT,552449,26.200000
6,Spanish Fork,UT,540504,24.066666
5,Springville,UT,540504,24.066666
17,St. George,UT,144809,23.933333
1,Syracuse,UT,315809,24.500000
4,Taylorsville,UT,1063842,24.400000
8,Tooele,UT,59870,27.966666
3,Tremonton,UT,50171,26.466666
5,Vernal,UT,34524,27.533333
2,Washington,UT,144809,23.933333
1,Wellsville,UT,115520,23.633333
2,West Bountiful,UT,315809,24.500000
1,West Haven,UT,236640,26.200000
18,West Jordan,UT,1063842,24.400000
17,West Valley City,UT,1063842,24.400000
9,Abingdon,VA,55190,28.000000
51,Alexandria,VA,390800,24.300000
4,Altavista,VA,55163,30.200000
2,Amelia,VA,28589,31.966666
4,Amherst,VA,47211,29.300000
8,Annandale,VA,23461,24.300000
9,Appomattox,VA,44620,30.566666
39,Arlington,VA,404029,26.700000
7,Ashburn,VA,336898,24.300000
10,Ashland,VA,100668,26.766666
1,Aylett,VA,15981,29.733333
1,Baileys Crossroads,VA,23461,24.300000
3,Bassett Forks,VA,79948,29.133333
1,Bealeton,VA,66542,27.300000
11,Bedford,VA,75554,28.933333
9,Big Stone Gap,VA,66392,32.033333
10,Blacksburg,VA,95194,27.666666
13,Blackstone,VA,73422,33.100000
5,Bluefield,VA,44268,30.166666
2,Bowling Green,VA,28972,29.333333
1,Boyce,VA,14323,28.466666
3,Bridgewater,VA,151049,27.900000
12,Bristol,VA,95633,28.233333
2,Buchanan,VA,55548,27.966666
3,Buena Vista,VA,29101,28.333333
8,Burke,VA,23461,24.300000
2,Cape Charles,VA,12226,28.933333
1,Castlewood,VA,28445,29.766666
6,Centreville,VA,360359,24.400000
23,Chantilly,VA,360359,24.400000
41,Charlottesville,VA,146207,27.533333
4,Chase City,VA,56741,31.666666
3,Chatham,VA,62807,29.166666
105,Chesapeake,VA,857089,35.500000
12,Chester,VA,323856,27.500000
6,Chesterfield,VA,323856,27.500000
2,Chilhowie,VA,86908,30.300000
1,Chincoteague,VA,33341,32.033333
21,Christiansburg,VA,111879,28.133333
3,Clarksville,VA,31749,30.666666
2,Clifton,VA,23461,24.300000
3,Clifton Forge,VA,49384,27.733333
3,Clintwood,VA,15690,29.100000
9,Coeburn,VA,79389,32.033333
7,Collinsville,VA,52969,28.666666
1,Colonial Beach,VA,17524,28.400000
24,Colonial Heights,VA,341335,27.733333
13,Covington,VA,27214,28.433333
18,Culpeper,VA,95357,30.866666
1,Dahlgren,VA,24500,28.133333
7,Dale City,VA,430289,27.533333
2,Daleville,VA,33154,27.733333
38,Danville,VA,105803,30.233333
2,Doswell,VA,129640,29.333333
9,Dublin,VA,41474,28.600000
4,Duffield,VA,48255,31.433333
1,Dulles,VA,336898,24.300000
4,Dumfries,VA,430289,27.533333
6,Elkton,VA,101286,29.966666
30,Emporia,VA,64982,33.500000
4,Ettrick,VA,420764,34.200000
10,Exmore,VA,45567,32.033333
50,Fairfax,VA,1142063,26.800000
1,Fairfax Station,VA,23461,24.300000
1,Fairfield,VA,22394,27.933333
32,Falls Church,VA,257735,26.700000
6,Falmouth,VA,228201,29.800000
18,Farmville,VA,50175,31.566666
2,Fishersville,VA,73658,27.133333
3,Floyd,VA,42369,28.766666
6,Forest,VA,138240,30.666666
3,Fort Belvoir,VA,23461,24.300000
1,Fort Eustis,VA,180726,31.600000
1,Fort Lee,VA,36941,32.600000
19,Franklin,VA,110219,31.200000
59,Fredericksburg,VA,430768,30.866666
28,Front Royal,VA,140166,28.533333
5,Gainesville,VA,430289,27.533333
18,Galax,VA,51942,29.866666
2,Gate City,VA,22781,28.233333
1,Glade Spring,VA,55190,28.000000
13,Glen Allen,VA,415600,27.866666
9,Gloucester,VA,45770,28.966666
1,Gloucester Point,VA,36886,28.966666
7,Gordonsville,VA,169927,31.000000
4,Grafton,VA,66146,27.800000
4,Grundy,VA,23859,30.100000
56,Hampton,VA,383708,33.500000
3,Hardy,VA,111961,28.566666
28,Harrisonburg,VA,128372,29.100000
3,Hartwood,VA,200902,30.866666
5,Hayes,VA,36886,28.966666
1,Haymarket,VA,430289,27.533333
9,Herndon,VA,23461,24.300000
13,Hillsville,VA,77553,29.600000
16,Hopewell,VA,59289,32.600000
3,Keysville,VA,48230,31.666666
6,Kilmarnock,VA,23582,30.600000
7,King George,VA,42024,28.400000
3,Lake Ridge,VA,430289,27.533333
2,Langley Afb,VA,202982,33.500000
3,Lawrenceville,VA,17010,32.700000
6,Lebanon,VA,28445,29.766666
6,Leesburg,VA,336898,24.300000
14,Lexington,VA,29392,28.233333
4,Locust Grove,VA,159930,30.400000
2,Lorton,VA,23461,24.300000
12,Louisa,VA,114990,31.000000
1,Lovington,VA,14827,26.266666
11,Luray,VA,66478,29.966666
68,Lynchburg,VA,138240,30.666666
1,Madison,VA,13200,30.600000
6,Madison Heights,VA,32384,29.300000
53,Manassas,VA,486692,29.266666
3,Manassas Park,VA,446087,29.266666
6,Marion,VA,31718,30.300000
1,Marshall,VA,66542,27.300000
28,Martinsville,VA,75230,30.633333
3,Max Meadows,VA,29251,28.300000
9,McLean,VA,244506,24.300000
18,Mechanicsville,VA,119837,28.766666
2,Merrifield,VA,36690,26.700000
38,Midlothian,VA,361038,29.233333
1,Montclair,VA,430289,27.533333
2,Mount Crawford,VA,151049,27.900000
2,Mount Jackson,VA,42583,29.066666
2,Narrows,VA,23666,30.033333
6,New Market,VA,119974,29.066666
2,Newington,VA,23461,24.300000
62,Newport News,VA,383708,33.500000
78,Norfolk,VA,921220,31.800000
1,North Tazewell,VA,44268,30.166666
8,Norton,VA,44986,32.033333
1,Oak Hall,VA,33341,32.033333
1,Oak Hill,VA,23461,24.300000
1,Oakton,VA,23461,24.300000
5,Onley,VA,33341,32.033333
2,Opal,VA,114453,30.866666
13,Orange,VA,173130,30.600000
5,Pearisburg,VA,23666,30.033333
3,Pennington Gap,VA,25474,31.433333
45,Petersburg,VA,420764,34.200000
4,Poquoson,VA,78243,28.266666
26,Portsmouth,VA,324887,35.500000
2,Potomac Falls,VA,360359,24.400000
2,Pounding Mill,VA,44268,30.166666
4,Powhatan,VA,37972,31.033333
1,Prince George,VA,36941,32.600000
1,Prince William,VA,430289,27.533333
5,Pulaski,VA,34736,27.066666
1,Purcellville,VA,336898,24.300000
1,Quinton,VA,19169,28.766666
25,Radford,VA,162005,28.133333
4,Raphine,VA,96052,27.933333
7,Reston,VA,23461,24.300000
7,Richlands,VA,44268,30.166666
203,Richmond,VA,676351,32.166666
2,Ridgeway,VA,52969,28.666666
93,Roanoke,VA,257022,32.266666
6,Rocky Mount,VA,8528,28.566666
7,Ruckersville,VA,155268,30.400000
2,Rural Retreat,VA,60969,30.300000
1,Rustburg,VA,55163,30.200000
6,Ruther Glen,VA,255324,29.333333
23,Salem,VA,122439,27.700000
3,Saluda,VA,54754,31.733333
2,Sandston,VA,334101,28.766666
2,Shenandoah,VA,101286,29.966666
1,Skippers,VA,11851,31.866666
16,Smithfield,VA,127424,31.666666
16,South Boston,VA,98656,31.066666
11,South Hill,VA,44337,31.666666
1,South Riding,VA,336898,24.300000
3,Spotsylvania,VA,125684,28.466666
11,Springfield,VA,23461,24.300000
4,St. Paul,VA,85053,32.033333
12,Stafford,VA,134352,29.600000
19,Staunton,VA,97579,28.133333
12,Stephens City,VA,118387,28.366666
28,Sterling,VA,360359,24.400000
2,Stony Creek,VA,39966,32.733333
4,Strasburg,VA,80653,29.066666
1,Stuart,VA,18451,28.766666
23,Suffolk,VA,313598,30.566666
15,Tappahannock,VA,47251,31.733333
3,Tazewell,VA,75986,30.366666
2,Thornburg,VA,125684,28.466666
2,Timberville,VA,119974,29.066666
1,Toano,VA,68967,26.833333
3,Triangle,VA,430289,27.533333
5,Troutville,VA,130623,27.733333
1,Vansant,VA,23859,30.100000
8,Verona,VA,97579,28.133333
13,Vienna,VA,23461,24.300000
15,Vinton,VA,196334,32.266666
2,Virgina Beach,VA,447021,27.133333
110,Virginia Beach,VA,921220,31.800000
12,Warrenton,VA,114453,30.866666
6,Warsaw,VA,227833,30.166666
3,Waverly,VA,18816,33.100000
15,Waynesboro,VA,94765,28.333333
2,Weber City,VA,22781,28.233333
9,West Point,VA,42196,31.733333
1,West Springfield,VA,23461,24.300000
69,Williamsburg,VA,157437,32.166666
32,Winchester,VA,107198,28.633333
2,Windsor,VA,120580,30.566666
5,Wise,VA,40918,32.033333
24,Woodbridge,VA,430289,27.533333
6,Woodstock,VA,42583,29.066666
8,Wytheville,VA,29251,28.300000
2,York County,VA,202982,33.500000
6,Yorktown,VA,202982,33.500000
12,Barre,VT,88389,26.833333
6,Bennington,VT,36697,24.233333
2,Brandon,VT,97614,26.900000
5,Brattleboro,VT,43985,23.800000
1,Burlington,VT,158504,21.933333
3,Colchester,VT,158504,21.933333
1,Derby,VT,27109,27.766666
1,Enosburg Falls,VT,48214,27.466666
5,Essex Junction,VT,158504,21.933333
1,Fair Haven,VT,60869,26.900000
1,Lyndonville,VT,31121,26.166666
1,Manchester,VT,36697,24.233333
1,Middlebury,VT,36745,23.500000
2,Milton,VT,206718,27.466666
1,Morrisville,VT,24958,25.333333
1,Newport,VT,27109,27.766666
3,Randolph,VT,144600,26.833333
6,Rutland,VT,60869,26.900000
8,South Burlington,VT,158504,21.933333
2,Springfield,VT,100196,24.300000
5,St. Albans,VT,48214,27.466666
4,St. Johnsbury,VT,31121,26.166666
1,Swanton,VT,48214,27.466666
1,White River Junction,VT,56211,24.300000
7,Aberdeen,WA,71692,30.933333
4,Airway Heights,WA,475735,27.733333
7,Anacortes,WA,134046,27.433333
6,Arlington,WA,733036,28.233333
15,Auburn,WA,2007440,24.033333
1,Bangor,WA,254991,28.800000
4,Battle Ground,WA,438287,28.466666
17,Bellevue,WA,2007440,24.033333
14,Bellingham,WA,205262,25.600000
2,Bingen,WA,31886,30.300000
1,Blaine,WA,205262,25.600000
7,Bonney Lake,WA,811681,29.866666
9,Bothell,WA,2740476,28.233333
22,Bremerton,WA,315823,30.066666
2,Brewster,WA,80625,28.133333
1,Burien,WA,2007440,24.033333
5,Burlington,WA,118222,27.433333
3,Camas,WA,438287,28.466666
1,Castle Rock,WA,101996,33.633333
13,Centralia,WA,333953,31.366666
8,Chehalis,WA,75621,31.366666
13,Cheney,WA,532778,30.366666
1,Chewelah,WA,43538,27.433333
7,Clarkston,WA,70722,31.833333
1,CLE Elum,WA,41672,26.866666
4,Colville,WA,43538,27.433333
3,Covington,WA,2007440,24.033333
3,Deer Park,WA,532253,29.200000
5,Des Moines,WA,2007440,24.033333
4,East Wenatchee,WA,39350,27.933333
1,Edgewood,WA,811681,29.866666
6,Edmonds,WA,733036,28.233333
8,Ellensburg,WA,41672,26.866666
7,Enumclaw,WA,2819121,29.866666
3,Ephrata,WA,131073,30.866666
31,Everett,WA,733036,28.233333
1,Fairchild Afb,WA,475735,27.733333
21,Federal Way,WA,2819121,29.866666
1,Ferndale,WA,205262,25.600000
5,Fife,WA,811681,29.866666
1,Fort Lewis,WA,811681,29.866666
1,Ft Lewis,WA,811681,29.866666
4,Gig Harbor,WA,811681,29.866666
2,Goldendale,WA,20699,27.433333
2,Grandview,WA,429375,30.666666
1,Granite Falls,WA,733036,28.233333
1,Greenacres,WA,475735,27.733333
2,Hoquiam,WA,71692,30.933333
6,Issaquah,WA,2007440,24.033333
3,Kelso,WA,101996,33.633333
2,Kenmore,WA,2740476,28.233333
20,Kennewick,WA,182398,30.300000
24,Kent,WA,2007440,24.033333
11,Kirkland,WA,2007440,24.033333
13,Lacey,WA,258332,28.133333
1,Lake Stevens,WA,733036,28.233333
11,Lakewood,WA,811681,29.866666
2,Leavenworth,WA,73687,26.066666
5,Liberty Lake,WA,475735,27.733333
1,Long Beach,WA,20575,31.600000
20,Longview,WA,105989,33.633333
3,Lynden,WA,205262,25.600000
12,Lynnwood,WA,733036,28.233333
4,Maple Valley,WA,2007440,24.033333
11,Marysville,WA,733036,28.233333
1,Mead,WA,475735,27.733333
1,Mill Creek,WA,733036,28.233333
2,Milton,WA,2819121,29.866666
6,Monroe,WA,733036,28.233333
8,Moses Lake,WA,91723,30.866666
8,Mount Vernon,WA,118222,27.433333
4,Mukilteo,WA,733036,28.233333
1,Newcastle,WA,2007440,24.033333
2,Newport,WA,488715,29.200000
2,North Bend,WA,2007440,24.033333
8,Oak Harbor,WA,79177,26.566666
1,Ocean Shores,WA,71692,30.933333
7,Olympia,WA,258332,28.133333
8,Omak,WA,172348,30.866666
1,Orchards,WA,438287,28.466666
1,Orting,WA,811681,29.866666
7,Othello,WA,196573,33.833333
2,Pacific,WA,2819121,29.866666
9,Pasco,WA,85845,30.133333
5,Port Angeles,WA,71863,27.566666
8,Port Orchard,WA,254991,28.800000
4,Poulsbo,WA,254991,28.800000
10,Prosser,WA,450074,30.666666
5,Pullman,WA,46606,27.566666
25,Puyallup,WA,811681,29.866666
2,Quincy,WA,131073,30.866666
1,Raymond,WA,20575,31.600000
8,Redmond,WA,2007440,24.033333
24,Renton,WA,2007440,24.033333
12,Richland,WA,182398,30.300000
2,Ritzville,WA,29442,33.833333
3,Rochester,WA,405645,31.466666
2,Sammamish,WA,2007440,24.033333
2,Seatac,WA,2007440,24.033333
84,Seattle,WA,2007440,24.033333
1,Seattle Hill,WA,733036,28.233333
4,Sedro Woolley,WA,323484,27.433333
2,Selah,WA,246977,30.500000
5,Sequim,WA,101717,27.566666
7,Shelton,WA,60832,30.066666
2,Shoreline,WA,2007440,24.033333
9,Silverdale,WA,254991,28.800000
6,Snohomish,WA,733036,28.233333
2,Spanaway,WA,811681,29.866666
58,Spokane,WA,475735,27.733333
4,Spokane Valley,WA,475735,27.733333
5,Stanwood,WA,930435,28.233333
2,Sultan,WA,733036,28.233333
11,Sunnyside,WA,429375,30.666666
53,Tacoma,WA,811681,29.866666
1,Tillicum,WA,811681,29.866666
2,Toppenish,WA,246977,30.500000
11,Tukwila,WA,2007440,24.033333
6,Tumwater,WA,258332,28.133333
1,Union Gap,WA,246977,30.500000
3,University Place,WA,811681,29.866666
46,Vancouver,WA,438287,28.466666
6,Veradale,WA,475735,27.733333
9,Walla Walla,WA,59404,27.800000
4,Washougal,WA,449474,30.300000
6,Wenatchee,WA,73687,26.066666
10,Woodinville,WA,2740476,28.233333
2,Woodland,WA,540283,33.633333
29,Yakima,WA,288649,30.500000
4,Yelm,WA,258332,28.133333
4,Abbotsford,WI,169170,30.133333
1,Abrams,WI,37442,29.033333
2,Adams,WI,20679,30.933333
2,Algoma,WI,48441,31.766666
1,Altoona,WI,100677,28.933333
1,Amery,WI,43610,30.166666
16,Antigo,WI,195988,30.700000
35,Appleton,WI,397244,30.433333
2,Arcadia,WI,42630,32.066666
7,Ashland,WI,31091,29.966666
4,Ashwaubenon,WI,253032,29.566666
3,Baldwin,WI,126056,29.500000
9,Baraboo,WI,119136,31.266666
6,Beaver Dam,WI,88415,33.100000
1,Belgium,WI,86823,27.266666
13,Beloit,WI,160418,30.433333
9,Black River Falls,WI,65585,30.533333
2,Bonduel,WI,220423,30.466666
6,Brookfield,WI,392292,26.833333
2,Brown Deer,WI,955205,31.133333
10,Burlington,WI,465584,30.800000
4,Chilton,WI,232148,31.033333
11,Chippewa Falls,WI,163599,30.366666
2,Cleveland,WI,195680,31.033333
4,Clintonville,WI,272554,31.200000
2,Colby,WI,169170,30.133333
3,Columbus,WI,648477,33.100000
2,Crivitz,WI,79005,30.000000
2,Cumberland,WI,89343,31.266666
1,Darlington,WI,16853,30.433333
7,De Forest,WI,560062,31.266666
16,De Pere,WI,431848,30.000000
4,Delafield,WI,392292,26.833333
6,Delavan,WI,102851,27.100000
3,Dodgeville,WI,23807,29.400000
4,Eagle River,WI,66258,30.133333
4,East Troy,WI,297648,30.633333
41,Eau Claire,WI,207671,30.366666
3,Edgerton,WI,748439,31.600000
2,Elkhorn,WI,102851,27.100000
1,Evansville,WI,160418,30.433333
2,Fitchburg,WI,503523,26.200000
12,Fond Du Lac,WI,101843,30.533333
